id,startup_id,round_type,amount_raised_usd,investor_id,funding_date,equity_diluted_percent,valuation_after_round_usd,lead_investor,currency,created_at,updated_at
677,308,Angel,1192123,6,2017-12-10,20.41,1239762,No,USD,2019-01-27 03:51:18,2023-08-09 10:57:32
678,309,Pre-Seed,854544,1,2024-07-09,17.1,1456632,No,USD,2019-05-21 07:02:27,2023-03-20 00:38:48
679,309,Angel,493462,18,2024-04-18,16.39,2422528,No,USD,2020-04-03 14:07:18,2024-04-02 07:53:09
680,310,Series B,1231082,5,2022-06-27,12.05,812013,Yes,USD,2020-01-06 13:27:26,2023-12-26 12:54:02
681,311,Series A,1044088,14,2019-12-28,13.49,1051279,Yes,USD,2022-09-11 04:16:29,2023-11-30 10:21:09
682,311,Bridge,2116389,2,2023-07-25,11.05,3059500,No,USD,2018-08-24 04:29:46,2023-11-18 03:00:00
683,312,Bridge,16555377,19,2012-01-23,12.98,781251,Yes,USD,2018-10-18 05:05:44,2024-06-19 02:54:24
684,312,Convertible Note,6998444,8,2020-03-08,24.99,2121322,Yes,USD,2024-06-10 07:48:44,2023-08-25 00:40:55
685,312,Series C,9348392,19,2019-03-03,29.21,4867559,No,USD,2021-09-17 15:52:03,2024-03-28 18:18:12
686,313,Seed,758544898,2,2021-10-30,11.79,1146009,No,USD,2020-12-21 13:47:33,2023-12-09 20:59:43
687,313,Series C,793926677,1,2021-10-20,23.02,1908738,No,USD,2018-10-09 20:57:04,2023-11-27 22:19:34
688,314,Series C,613249,8,2016-02-19,12.11,787427,No,USD,2020-10-12 07:26:12,2023-09-01 00:20:30
689,315,Series B,1011630,2,2012-01-24,19.44,1099096,No,USD,2019-05-05 12:49:16,2023-08-27 14:59:28
690,315,Pre-Seed,2883463,4,2022-05-16,5.27,2714920,No,USD,2022-12-11 01:07:52,2023-07-08 10:45:44
691,315,Angel,2514414,8,2016-10-04,28.01,7731505,No,USD,2019-01-15 14:41:53,2024-07-06 11:24:33
692,316,Convertible Note,25606823,12,2012-10-28,13.87,1203847,Yes,USD,2023-07-15 23:15:44,2024-07-30 07:01:48
693,318,Pre-Seed,1656099,19,2022-06-21,24.36,1290831,Yes,USD,2020-10-10 22:41:04,2024-05-14 18:13:56
694,319,Series B,5598766,17,2017-10-12,23.07,1124675,Yes,USD,2022-04-29 11:45:45,2024-10-06 09:59:55
695,319,Series C,7146058,11,2024-10-21,10.07,1938785,No,USD,2023-03-29 00:42:31,2024-01-27 11:00:36
696,319,Series B,3487978,1,2022-07-08,18.45,3431435,No,USD,2022-10-09 04:41:46,2023-07-06 14:07:37
697,319,Angel,3644948,5,2020-08-03,24.69,5281335,Yes,USD,2019-05-12 17:27:32,2023-01-21 23:07:01
698,320,Bridge,225266297,3,2021-08-11,11.96,752420,Yes,USD,2024-03-26 02:41:29,2023-02-20 01:55:12
699,320,Angel,134308780,6,2020-11-30,5.6,1907717,No,USD,2023-03-20 15:54:31,2023-02-20 02:17:42
700,321,Angel,6670924,4,2017-03-06,19.08,1129890,No,USD,2024-09-23 12:19:27,2023-01-29 15:28:12
701,321,Series C,6273637,19,2023-09-10,7.8,2356402,Yes,USD,2019-09-04 01:22:55,2023-05-04 06:23:25
702,321,Series A,7910198,17,2024-10-09,21.76,6351966,Yes,USD,2021-12-11 01:03:31,2024-01-01 03:27:29
703,321,Series B,7180418,7,2020-01-27,18.53,15615948,Yes,USD,2019-04-08 15:46:31,2023-09-26 16:28:18
704,322,Convertible Note,2202847,20,2023-12-27,21.67,1030361,No,USD,2024-03-03 09:13:34,2023-08-29 11:24:38
705,322,Convertible Note,1241829,5,2017-05-28,26.06,1819788,Yes,USD,2018-09-10 22:24:57,2023-09-18 13:40:36
706,322,Seed,1447418,16,2018-04-04,19.43,3771120,No,USD,2024-07-25 18:12:13,2024-01-14 07:43:02
707,322,Series A,840065,18,2022-05-14,18.92,7044352,Yes,USD,2021-08-07 20:25:33,2023-05-16 16:51:47
708,323,Series C,1173677,11,2019-12-30,15.59,926566,Yes,USD,2018-08-07 04:38:43,2023-10-11 17:31:16
709,323,Convertible Note,2314687,6,2024-04-06,8.94,1562037,Yes,USD,2021-04-04 23:23:07,2024-04-07 07:36:10
710,323,Angel,776485,3,2022-12-10,21.12,3699706,No,USD,2021-10-06 00:50:15,2024-08-04 20:17:43
711,323,Convertible Note,1766663,2,2021-07-19,13.14,10191752,No,USD,2023-07-21 23:30:49,2024-07-30 02:29:19
712,324,Seed,4036229,10,2016-09-30,12.55,844154,No,USD,2020-04-25 11:15:32,2024-12-13 02:04:44
713,324,Series C,2275986,19,2015-02-26,27.5,1711587,No,USD,2019-10-09 01:39:17,2024-06-11 01:46:50
714,325,Bridge,1765145,12,2021-05-14,9.66,1088030,No,USD,2020-03-18 06:36:06,2024-02-21 17:24:56
715,325,Convertible Note,219981,18,2019-01-27,13.11,2948430,No,USD,2024-06-03 08:14:49,2024-08-16 20:58:17
716,326,Seed,2228141,3,2017-03-06,12.5,1339387,No,USD,2024-08-25 15:16:39,2023-07-17 11:17:53
717,326,Angel,4049770,1,2018-03-14,26.27,3859087,Yes,USD,2023-08-31 17:56:40,2024-09-21 13:39:57
718,326,Seed,7384939,19,2019-10-03,14.24,11342156,No,USD,2020-05-10 16:19:50,2024-05-29 20:04:06
719,328,Series C,1247494,7,2023-11-03,16.45,778187,No,USD,2018-08-06 20:05:55,2024-02-26 09:53:59
720,329,Bridge,985913,11,2021-08-17,12.1,976415,Yes,USD,2018-01-14 05:07:53,2023-08-25 10:45:16
721,329,Bridge,2812982,6,2019-08-14,21.59,2503325,No,USD,2018-01-17 15:53:55,2023-03-27 14:15:42
722,330,Series A,4833780,2,2024-07-02,28.15,1038690,No,USD,2023-04-19 21:03:46,2024-11-08 01:26:03
723,330,Series A,15741369,3,2021-04-16,16.04,2447175,No,USD,2019-03-20 12:12:21,2023-05-17 02:16:40
724,330,Seed,12618709,6,2021-12-05,12.28,4321666,Yes,USD,2023-06-21 10:25:04,2024-01-28 16:02:57
725,331,Bridge,1261548,3,2021-12-05,23.3,1248343,No,USD,2021-01-10 03:12:13,2024-11-21 06:27:25
726,331,Series C,251728,11,2022-09-12,25.0,2135562,Yes,USD,2021-09-08 13:44:48,2023-11-24 17:07:28
727,331,Seed,1765357,18,2017-11-29,19.15,5532260,No,USD,2019-12-29 23:51:19,2024-08-29 05:10:05
728,332,Seed,2928016,19,2019-01-24,17.59,962355,No,USD,2019-03-28 09:00:48,2023-03-28 06:52:32
729,334,Bridge,38938350,19,2023-05-04,12.11,1185810,Yes,USD,2022-08-16 10:09:00,2023-05-04 05:52:45
730,334,Pre-Seed,7452631,2,2023-06-05,6.29,2579536,No,USD,2021-06-12 13:39:32,2024-06-09 16:25:25
731,334,Series C,42092125,3,2024-12-08,18.56,5019628,No,USD,2020-02-04 19:07:15,2024-11-08 12:29:56
732,335,Seed,1073133,9,2020-05-21,29.9,984128,No,USD,2020-02-23 04:46:07,2024-07-27 20:01:57
733,335,Seed,406305,17,2022-07-12,27.07,1757684,Yes,USD,2019-02-24 11:25:53,2024-06-30 05:56:15
734,335,Series B,583843,1,2020-05-28,8.69,4068540,No,USD,2022-06-05 05:25:30,2023-03-25 20:15:49
735,336,Pre-Seed,784843,9,2023-06-12,11.04,984851,No,USD,2022-12-12 01:52:28,2024-04-30 12:01:19
736,336,Angel,1030065,19,2024-07-02,17.34,2440184,No,USD,2022-06-07 15:19:03,2024-07-06 22:56:57
737,337,Convertible Note,762429,15,2022-04-17,13.45,806279,No,USD,2018-08-01 00:15:53,2023-08-12 22:02:56
738,337,Series C,506362,20,2023-01-06,26.57,1231998,Yes,USD,2021-03-07 14:51:08,2023-12-19 08:11:27
739,337,Series C,1413578,14,2023-05-10,25.27,3484144,Yes,USD,2024-08-28 05:31:54,2024-03-20 23:48:45
740,337,Series A,2636597,6,2017-06-18,18.89,8105379,Yes,USD,2024-03-08 05:50:59,2024-06-07 18:12:58
741,338,Series A,5455952,15,2023-02-28,21.27,874809,Yes,USD,2023-05-13 23:58:02,2023-10-08 05:41:56
742,338,Series A,3155153,15,2024-04-18,10.77,2498175,No,USD,2024-06-28 07:04:52,2023-03-24 23:27:43
743,338,Angel,878428,11,2019-10-19,12.81,6185983,No,USD,2018-08-22 11:00:52,2024-04-25 20:00:31
744,338,Convertible Note,3345361,18,2023-03-10,27.97,9335854,No,USD,2024-05-08 09:42:36,2024-09-16 19:50:58
745,339,Series A,11826714,17,2020-08-31,22.61,1092051,No,USD,2019-05-29 02:15:34,2023-01-12 10:58:37
746,339,Series C,2648108,9,2022-03-12,11.99,2638756,No,USD,2021-02-12 23:10:10,2024-01-15 18:21:21
747,339,Seed,6781516,7,2023-12-09,5.86,7192450,No,USD,2024-11-13 02:22:18,2023-04-09 18:26:13
748,339,Series C,3882057,4,2016-04-16,19.92,20722012,No,USD,2021-06-18 10:06:43,2023-08-24 13:14:25
749,340,Pre-Seed,22693188,9,2019-09-23,17.28,1300481,No,USD,2019-08-07 04:15:16,2023-05-18 13:55:44
750,340,Convertible Note,33910675,15,2019-06-11,29.83,3485638,Yes,USD,2019-12-08 06:40:52,2024-07-12 03:08:33
751,340,Seed,29818384,17,2021-07-31,13.83,5558520,No,USD,2022-12-21 23:43:54,2023-11-24 04:52:07
752,341,Angel,1125338,19,2022-06-29,11.1,1311903,No,USD,2020-06-09 02:05:19,2024-09-12 06:15:06
753,342,Bridge,879367,2,2021-11-05,23.3,1480491,No,USD,2024-07-09 08:43:53,2023-01-27 00:15:52
754,343,Pre-Seed,710560,10,2024-04-09,28.8,1278738,Yes,USD,2018-06-03 01:08:04,2024-05-27 04:19:04
755,344,Pre-Seed,1340794,2,2020-07-05,17.94,815432,No,USD,2018-09-14 13:40:35,2024-04-26 17:28:41
756,344,Series A,585281,10,2024-05-12,26.55,2152114,Yes,USD,2020-05-08 21:08:01,2023-10-14 06:41:19
757,344,Convertible Note,736478,7,2022-06-10,12.64,3915917,Yes,USD,2018-06-27 13:23:04,2023-02-16 00:18:53
758,345,Pre-Seed,70675886,10,2015-03-29,9.98,758990,Yes,USD,2021-10-09 11:21:47,2024-04-11 18:19:08
759,345,Pre-Seed,774101203,5,2021-09-05,22.02,1676257,Yes,USD,2024-09-10 11:27:48,2024-12-10 14:08:42
760,345,Seed,525390026,3,2021-12-21,18.07,3464252,No,USD,2024-03-18 14:31:27,2024-05-02 23:28:58
761,345,Series C,68455263,16,2019-03-19,21.41,6327824,Yes,USD,2020-05-22 19:34:05,2024-06-29 18:14:39
762,346,Angel,374985,16,2018-07-09,5.97,958301,No,USD,2019-04-24 18:16:20,2023-12-16 23:32:26
763,346,Seed,2113630,8,2019-02-23,7.84,2628091,Yes,USD,2023-08-05 18:42:25,2023-11-16 23:43:02
764,346,Series A,648553,16,2019-07-30,17.75,5313353,Yes,USD,2024-05-18 03:49:34,2024-10-14 10:15:42
765,346,Bridge,788079,9,2019-06-06,20.02,8232786,Yes,USD,2024-07-18 05:28:05,2024-11-21 18:20:16
766,347,Bridge,4023590,14,2023-03-26,5.21,1137421,Yes,USD,2023-04-02 20:04:49,2023-12-30 06:29:35
767,348,Angel,3902383,12,2021-01-20,22.06,1265087,No,USD,2021-10-10 07:43:20,2023-10-01 09:59:48
768,348,Pre-Seed,30410772,17,2022-04-08,16.4,3337637,Yes,USD,2019-07-09 03:48:59,2023-02-02 23:02:29
769,348,Angel,45776067,9,2013-06-27,24.23,8341176,No,USD,2023-07-19 02:07:50,2023-06-27 09:25:06
770,349,Series C,5809181,1,2023-07-27,7.37,1118835,Yes,USD,2021-06-26 17:27:26,2024-05-10 02:33:26
771,349,Series B,2493625,14,2022-09-16,24.24,1928202,No,USD,2023-08-01 01:44:16,2024-07-30 17:26:30
772,349,Seed,1164525,4,2024-10-25,16.58,5221198,Yes,USD,2020-08-03 07:10:20,2024-04-19 01:44:18
773,349,Series B,2080129,1,2024-08-07,11.11,13986259,No,USD,2022-03-21 21:27:49,2024-06-26 18:39:55
774,350,Series B,1459799,2,2023-06-19,10.34,1358464,Yes,USD,2020-12-04 07:32:06,2024-04-20 14:39:38
775,350,Angel,747612,19,2016-10-20,12.09,2860809,Yes,USD,2021-03-03 16:07:06,2024-11-27 06:03:05
776,350,Bridge,804844,8,2015-12-09,25.35,5342822,No,USD,2022-04-02 11:06:32,2023-05-08 05:29:23
777,350,Seed,1195370,8,2018-01-15,11.05,8469998,No,USD,2021-01-14 06:46:53,2023-06-08 11:56:24
778,351,Series B,259421,11,2020-05-10,14.5,1479378,No,USD,2019-01-10 20:42:09,2023-07-30 03:04:52
779,351,Series C,740718,3,2019-04-11,19.8,2461435,Yes,USD,2019-07-18 00:24:00,2024-05-15 03:15:47
780,351,Bridge,1562341,2,2018-05-16,14.01,5844890,Yes,USD,2019-12-25 02:43:19,2023-09-29 05:41:55
781,351,Bridge,1844535,8,2022-02-06,25.41,16898642,No,USD,2019-07-12 10:49:27,2023-05-03 03:53:26
782,352,Series C,11408446,19,2024-09-17,12.78,1323335,Yes,USD,2022-08-20 22:05:34,2023-10-09 10:20:13
783,353,Series C,2445274,13,2022-12-21,8.18,1478419,No,USD,2018-09-03 17:06:17,2024-09-18 18:52:54
784,353,Series B,331698,7,2020-09-30,9.87,2623393,No,USD,2024-08-26 07:52:22,2024-06-07 01:44:13
785,353,Series C,2904652,17,2020-03-02,13.4,4609543,No,USD,2021-07-18 01:55:31,2024-11-12 16:05:37
786,353,Convertible Note,3590235,9,2024-06-02,24.75,8378894,No,USD,2019-06-23 11:11:17,2024-12-21 22:30:31
787,355,Convertible Note,1261628,9,2024-09-06,14.76,963955,Yes,USD,2018-05-19 09:27:18,2023-02-24 01:27:00
788,355,Bridge,2583623,17,2015-01-16,14.75,2215273,No,USD,2019-05-31 23:42:29,2024-01-08 11:51:13
789,355,Convertible Note,2140440,18,2019-11-20,27.58,5295696,No,USD,2022-04-05 00:37:06,2023-05-24 03:01:56
790,355,Series B,302161,12,2017-09-05,25.25,11659442,No,USD,2020-03-22 19:27:02,2023-04-05 13:03:36
791,356,Angel,7266624,9,2023-07-07,5.78,1224174,Yes,USD,2022-06-15 04:23:42,2023-04-17 22:30:18
792,356,Series A,1243334,2,2017-11-18,8.29,3095270,Yes,USD,2020-08-04 23:43:44,2024-08-21 09:15:43
793,357,Series B,2792999,19,2018-01-04,8.88,1094946,Yes,USD,2022-10-17 02:50:54,2024-05-26 18:58:16
794,357,Bridge,12378727,10,2020-10-12,22.47,2073658,No,USD,2024-12-27 11:53:29,2024-06-03 03:11:28
795,357,Series A,12374350,10,2021-08-21,23.2,3450135,Yes,USD,2022-12-05 23:06:33,2023-08-23 04:54:09
796,358,Pre-Seed,5615732,7,2021-11-03,26.56,909957,Yes,USD,2023-05-03 12:06:29,2024-02-23 08:45:01
797,358,Series B,1556771,13,2020-07-18,21.59,1744612,Yes,USD,2018-11-27 05:35:24,2023-08-25 16:05:07
798,358,Pre-Seed,11951266,5,2015-12-12,18.3,2634058,Yes,USD,2018-06-05 15:49:41,2023-10-26 21:40:21
799,359,Angel,141367193,5,2023-12-17,24.5,1482977,No,USD,2023-07-02 15:50:17,2023-07-06 06:39:13
800,359,Series C,187893264,8,2024-02-15,9.84,2813937,Yes,USD,2022-12-10 16:13:38,2024-03-04 23:37:11
801,359,Seed,92733078,1,2020-07-19,14.48,4726121,No,USD,2022-12-12 05:04:16,2023-07-18 20:40:16
802,360,Bridge,1639763,16,2013-07-13,14.03,912432,No,USD,2023-05-06 07:07:01,2023-12-31 05:00:35
803,360,Series A,474698,8,2012-09-05,21.63,2129772,No,USD,2018-07-31 15:39:13,2023-08-27 14:28:54
804,360,Series A,642290,20,2022-09-07,29.72,6333107,No,USD,2018-12-17 23:19:33,2023-12-15 01:57:49
805,360,Angel,2103662,12,2012-08-07,18.14,15862928,No,USD,2024-02-07 22:01:00,2024-09-14 01:30:09
806,361,Pre-Seed,9608244,16,2023-03-29,26.79,1241406,Yes,USD,2023-11-10 18:54:48,2023-10-13 11:11:15
807,361,Series C,9766951,2,2023-05-15,10.86,2632140,Yes,USD,2021-09-04 19:58:49,2024-09-30 16:46:29
808,362,Seed,61972907,20,2022-03-02,9.94,1020583,Yes,USD,2018-02-26 17:33:34,2023-02-28 13:55:00
809,362,Series B,9197633,1,2022-12-13,28.87,2242512,No,USD,2019-05-14 07:59:01,2023-02-18 14:32:40
810,362,Bridge,66453213,17,2024-09-19,13.11,5548958,No,USD,2018-01-21 18:21:36,2023-04-10 09:21:02
811,363,Convertible Note,23819033,13,2021-08-16,20.55,1425942,No,USD,2019-06-09 14:11:32,2024-03-15 10:06:34
812,363,Seed,38859080,5,2017-06-11,12.71,3779827,Yes,USD,2024-03-16 08:48:42,2023-11-28 01:43:44
813,363,Series B,54070443,16,2021-05-01,11.52,6498863,Yes,USD,2021-04-26 19:55:12,2024-08-10 09:06:27
814,364,Convertible Note,1275460,15,2022-03-27,27.36,1476489,No,USD,2024-04-27 16:47:53,2024-12-14 11:34:20
815,364,Convertible Note,1335536,3,2016-08-11,14.88,3589184,No,USD,2023-02-18 20:09:27,2023-10-24 02:32:28
816,364,Series A,2628769,20,2019-07-22,10.42,7806564,No,USD,2018-08-03 02:10:17,2024-08-11 06:56:53
817,364,Seed,2008416,12,2023-07-31,21.75,20381398,Yes,USD,2020-11-25 07:59:28,2024-07-13 00:17:28
818,365,Series B,282370,19,2021-02-15,14.72,1111854,Yes,USD,2023-09-16 14:23:25,2024-08-16 05:27:57
819,366,Pre-Seed,7601300,6,2019-04-08,28.82,1251172,No,USD,2023-07-26 03:09:23,2024-02-03 15:11:04
820,366,Angel,8560693,18,2022-10-02,13.54,1885878,No,USD,2024-08-01 03:23:14,2023-05-26 22:19:11
821,368,Bridge,1796593,19,2024-02-07,24.61,764790,Yes,USD,2021-09-28 15:51:34,2023-08-06 13:41:38
822,368,Pre-Seed,1062094,9,2013-08-22,25.53,1182548,Yes,USD,2022-07-20 10:41:12,2023-05-09 18:32:20
823,368,Bridge,1319743,20,2021-12-14,26.64,2867440,No,USD,2018-04-24 23:31:51,2023-02-14 13:02:01
824,369,Series B,1782625,9,2021-09-08,11.19,824484,No,USD,2018-05-09 01:50:17,2024-08-28 02:46:55
825,369,Convertible Note,1495503,10,2021-03-17,14.69,2339560,No,USD,2018-12-04 21:46:40,2024-01-26 07:32:58
826,369,Convertible Note,2031497,3,2023-01-05,27.3,4163686,No,USD,2021-05-18 00:47:20,2023-09-19 11:53:32
827,369,Bridge,1999702,5,2022-04-04,24.01,7007103,No,USD,2021-06-13 02:17:10,2024-05-15 16:23:56
828,370,Seed,725740,20,2019-08-23,17.51,831620,Yes,USD,2022-09-10 06:45:16,2024-12-03 18:11:05
829,370,Angel,485952,8,2020-06-18,26.74,1503096,Yes,USD,2019-05-18 10:36:50,2023-01-25 00:29:44
830,371,Series A,18804214,1,2021-03-31,22.96,1246362,No,USD,2021-12-09 13:29:59,2024-05-09 02:23:53
831,372,Seed,3278989,13,2018-05-19,5.18,1462961,No,USD,2022-09-07 17:37:53,2023-08-25 18:05:57
832,372,Seed,1885562,10,2018-02-26,16.0,3698999,No,USD,2023-07-07 21:28:48,2024-02-14 11:52:30
833,372,Bridge,1814248,9,2019-05-23,29.32,7772729,Yes,USD,2024-04-21 11:08:00,2024-05-27 21:47:59
834,373,Angel,1113918,11,2017-01-27,6.77,983138,No,USD,2018-09-12 09:36:39,2024-07-04 16:31:33
835,373,Angel,1251258,5,2020-04-01,14.01,2193848,No,USD,2019-08-04 05:00:27,2023-03-20 21:44:35
836,373,Series C,285128,20,2016-11-28,19.87,4653658,No,USD,2020-08-08 20:33:27,2024-12-03 08:02:03
837,374,Convertible Note,785913,14,2023-02-19,19.6,978967,Yes,USD,2019-10-27 02:16:15,2023-02-26 06:05:34
838,374,Series A,2576788,8,2023-05-11,25.52,2673697,Yes,USD,2019-03-21 03:51:55,2024-06-04 08:42:01
839,374,Bridge,1683280,18,2023-10-25,13.58,5019566,No,USD,2021-08-02 11:08:44,2023-10-24 11:09:36
840,374,Bridge,637641,9,2023-01-30,15.3,10116454,No,USD,2020-11-02 11:29:45,2024-06-19 06:20:04
841,375,Series A,1563498,3,2023-05-13,11.04,1126253,No,USD,2022-06-16 13:58:39,2024-03-18 07:42:13
842,375,Series C,1690216,18,2020-11-26,21.61,3184861,Yes,USD,2023-03-16 20:34:59,2023-05-25 10:43:24
843,375,Pre-Seed,1652279,20,2024-05-29,19.58,5363307,Yes,USD,2022-11-06 04:16:55,2024-03-10 19:19:40
844,375,Convertible Note,1082702,6,2022-08-21,9.9,13706048,No,USD,2019-07-17 13:33:55,2024-01-06 03:31:37
845,376,Series A,2020777,20,2024-12-20,29.67,1111039,Yes,USD,2018-01-17 04:41:59,2024-05-21 02:38:48
846,376,Pre-Seed,1512011,5,2024-09-09,5.23,3093235,No,USD,2019-10-13 03:58:08,2023-05-08 11:40:04
847,376,Pre-Seed,1349307,13,2020-12-17,25.66,8811251,No,USD,2022-09-05 22:11:09,2023-02-06 03:25:21
848,376,Bridge,1911419,8,2023-05-17,10.3,16085814,No,USD,2018-05-30 16:09:18,2023-07-13 23:08:24
849,378,Series C,16345208,3,2018-02-06,5.36,1255197,Yes,USD,2023-07-19 10:20:54,2024-09-01 16:53:18
850,378,Seed,18564636,2,2016-08-01,27.1,3565955,No,USD,2020-02-16 11:03:31,2023-10-14 11:00:48
851,379,Series A,586078,19,2023-03-05,28.51,1136618,No,USD,2018-04-11 04:16:17,2023-01-05 09:59:50
852,379,Series A,380436,20,2016-02-19,16.7,1745927,Yes,USD,2024-04-01 05:15:43,2023-12-03 22:44:15
853,381,Convertible Note,16128796,8,2023-09-30,15.9,1222199,No,USD,2020-11-19 14:25:04,2024-03-24 04:28:22
854,381,Convertible Note,7757864,10,2024-02-16,28.17,2452134,No,USD,2023-04-02 03:11:58,2024-02-03 13:27:06
855,382,Series A,5066212,19,2024-05-09,26.75,912866,No,USD,2020-01-05 14:45:03,2023-05-23 02:22:03
856,382,Seed,1942264,8,2023-02-20,11.24,2580720,Yes,USD,2022-11-24 05:30:39,2024-07-06 19:41:56
857,382,Series C,4429926,10,2021-01-02,16.83,4571496,Yes,USD,2024-05-03 02:53:08,2024-09-09 19:55:02
858,383,Convertible Note,434717,4,2017-08-29,29.66,1266491,No,USD,2024-09-21 07:36:44,2024-01-07 10:29:42
859,383,Seed,803609,3,2024-11-08,23.48,3423403,No,USD,2020-02-05 05:02:53,2024-12-24 12:54:41
860,385,Seed,296171,9,2019-10-27,9.74,752891,No,USD,2020-06-02 12:17:18,2023-09-15 06:52:10
861,385,Bridge,1433627,5,2018-10-03,22.25,1234257,Yes,USD,2018-08-19 14:40:09,2023-06-19 14:25:45
862,385,Series A,869285,17,2017-07-12,26.18,2142442,No,USD,2024-02-12 10:42:30,2023-04-19 01:38:58
863,386,Series A,2466631,7,2015-06-11,5.36,1312957,Yes,USD,2018-09-03 21:27:13,2024-10-11 04:21:32
864,386,Bridge,2906956,15,2024-12-02,13.27,3854855,No,USD,2022-02-23 17:26:07,2024-05-05 05:35:42
865,387,Convertible Note,15130365,9,2023-01-04,15.53,930996,Yes,USD,2020-06-21 05:45:18,2024-01-23 11:41:50
866,387,Bridge,283862153,3,2017-09-30,12.42,1794558,No,USD,2020-04-02 10:07:29,2023-11-17 15:13:20
867,387,Seed,276513245,16,2018-06-10,19.22,3678263,No,USD,2022-01-10 22:52:36,2024-01-05 18:26:20
868,388,Pre-Seed,375217,8,2021-06-15,16.19,1339230,No,USD,2019-09-21 05:36:53,2024-02-09 23:17:33
869,388,Series B,785825,19,2020-10-16,9.6,2186177,Yes,USD,2021-08-28 02:46:16,2023-12-13 11:30:58
870,388,Series C,1030304,5,2021-07-30,17.12,4765294,No,USD,2018-07-04 08:04:18,2023-05-28 13:19:13
871,388,Pre-Seed,975465,16,2019-07-09,18.63,11571284,Yes,USD,2023-06-17 04:11:37,2024-07-26 04:07:01
872,389,Series C,2877535,10,2021-02-18,20.15,1317907,Yes,USD,2024-10-23 20:23:02,2023-03-31 22:43:42
873,389,Series B,2581382,5,2021-12-02,5.64,2755986,No,USD,2024-08-20 10:12:38,2023-02-25 17:29:34
874,390,Series B,1246116,20,2018-04-09,6.26,1052155,No,USD,2023-09-03 04:19:19,2024-02-13 13:25:24
875,390,Series B,1378616,1,2024-05-03,20.84,1928570,Yes,USD,2023-10-23 13:32:10,2024-11-29 23:22:57
876,391,Series C,360322555,11,2022-10-30,20.83,1184461,Yes,USD,2024-05-27 15:50:11,2024-01-22 12:36:48
877,393,Series A,798751,6,2021-06-21,11.13,995545,No,USD,2022-08-19 17:52:45,2024-09-12 22:10:30
878,393,Pre-Seed,1334483,7,2024-10-03,21.8,2191480,Yes,USD,2020-11-03 20:16:56,2024-03-16 13:25:06
879,394,Series C,1039952,10,2024-03-02,7.17,1453005,Yes,USD,2022-03-31 16:25:10,2024-05-29 17:24:48
880,395,Angel,770087,20,2021-06-05,27.24,1478897,Yes,USD,2024-12-25 11:05:33,2024-03-13 19:45:20
881,395,Bridge,1877725,10,2021-07-13,6.18,2410626,Yes,USD,2020-08-21 03:34:15,2024-07-11 00:07:25
882,395,Series A,761733,19,2020-05-19,25.11,5311510,Yes,USD,2023-07-17 15:38:50,2023-09-11 20:39:35
883,395,Pre-Seed,390964,6,2020-11-23,28.26,14149031,Yes,USD,2018-11-11 12:13:06,2024-05-28 11:11:01
884,396,Angel,258392255,12,2020-11-07,10.41,1184955,Yes,USD,2020-09-19 12:40:48,2024-12-03 06:43:04
885,397,Pre-Seed,2520763,6,2019-06-10,6.14,883074,Yes,USD,2019-05-16 17:38:58,2024-03-12 15:11:02
886,397,Seed,967274,20,2014-03-16,27.44,2149082,Yes,USD,2019-02-05 21:49:29,2024-05-12 20:20:25
887,397,Pre-Seed,232726,4,2021-05-11,19.55,5477439,Yes,USD,2023-03-12 12:55:21,2023-08-06 05:18:54
888,398,Series A,69235871,17,2024-09-22,17.02,1493390,No,USD,2018-10-25 10:18:46,2024-05-19 09:27:39
889,398,Seed,30685294,2,2024-01-09,22.25,3282163,No,USD,2018-02-14 04:30:09,2024-06-29 05:57:02
890,398,Series B,14488491,8,2023-05-14,29.78,5152603,Yes,USD,2024-02-12 23:12:18,2024-10-04 22:36:41
891,399,Angel,13950285,13,2023-09-26,22.03,875798,Yes,USD,2022-03-15 19:55:45,2023-08-08 05:16:44
892,400,Series A,2529220,12,2016-03-11,22.78,1262430,No,USD,2019-10-19 11:09:41,2023-02-13 05:05:14
893,401,Seed,1115727,12,2022-04-03,9.14,1100491,Yes,USD,2019-11-17 12:31:43,2023-01-28 03:47:48
894,402,Bridge,1135191,4,2020-11-08,29.68,1129152,No,USD,2024-01-09 13:47:08,2024-09-04 00:11:20
895,403,Series C,6535145,9,2015-10-18,15.81,1130400,Yes,USD,2018-03-06 05:10:02,2024-09-21 18:19:05
896,404,Series C,637708,1,2019-05-07,28.64,1230537,Yes,USD,2022-01-18 06:04:38,2024-06-18 08:49:04
897,404,Pre-Seed,1594067,15,2020-03-25,24.88,2478395,Yes,USD,2023-12-02 08:32:20,2023-06-17 17:18:26
898,404,Convertible Note,1136548,16,2024-04-23,11.26,3949141,No,USD,2024-11-03 15:03:46,2023-01-08 17:41:46
899,404,Series A,249695,13,2019-02-12,21.5,9776562,Yes,USD,2021-10-23 16:14:20,2023-12-02 22:57:00
900,405,Convertible Note,44067877,15,2024-06-25,11.06,1081399,Yes,USD,2024-02-25 05:36:01,2023-05-01 22:35:58
901,406,Angel,245643,3,2021-11-19,6.58,1020754,Yes,USD,2020-11-13 00:27:57,2023-07-20 12:34:01
902,406,Seed,2702061,1,2022-01-02,12.57,1591672,No,USD,2021-07-13 02:04:43,2024-04-25 20:45:53
