id,startup_name,slug,dpiit_recognized,registration_number,founded_year,founder_count,sector_id,state_id,city,funding_stage,total_funding_usd,valuation_usd,annual_revenue_inr,employee_count,women_led,sustainability_focus,ai_enabled,export_business,website,email,phone,linkedin_url,status,last_funding_date,growth_percentage,jobs_created,patents_filed,description,created_at,updated_at
376,LendEasy Ventures,lendeasy-ventures,Yes,DPIIT68148,2020,1,4,9,Jaipur,Pre-Seed,1417607,4984627,120967496,91,No,No,No,No,https://www.lendeasy-ventures.in,hello@lendeasy-ventures.in,+91-9571587192,https://linkedin.com/company/lendeasy-ventures,Active,2020-12-05,321.37,9,5,"A innovative AgriTech startup based in Jaipur, focused on AI-driven insights.",2020-04-24 13:06:27,2023-01-29 17:44:32
377,LabGen Hub,labgen-hub,No,DPIIT39712,2021,3,5,18,Manali,Bootstrapped,0,4997277,472971414,199,No,Yes,Yes,No,https://www.labgen-hub.co.in,hello@labgen-hub.io,+91-7455448563,https://linkedin.com/company/labgen-hub,Acquired,,178.13,3,1,"A pioneering AI/ML startup based in Manali, focused on market disruption.",2021-01-16 21:46:45,2024-07-16 11:50:22
378,TechDeep Now,techdeep-now,No,DPIIT60390,2015,2,9,1,Mysuru,Series B,39673649,111628465,429639104,1155,Yes,No,No,No,https://www.techdeep-now.io,hello@techdeep-now.in,+91-8114894493,https://linkedin.com/company/techdeep-now,Acquired,2024-10-29,124.56,817,5,"A emerging Renewable Energy startup based in Mysuru, focused on digital transformation.",2016-02-03 14:43:43,2024-01-01 02:27:39
379,MLStudio India,mlstudio-india,No,DPIIT35903,2016,1,5,2,Nagpur,Pre-Seed,615172,4008926,62976416,109,Yes,No,Yes,Yes,https://www.mlstudio-india.io,hello@mlstudio-india.com,+91-8211478420,https://linkedin.com/company/mlstudio-india,Acquired,2017-08-17,157.73,29,5,"A leading AI/ML startup based in Nagpur, focused on market disruption.",2017-07-05 07:36:08,2023-10-23 17:54:18
380,ArmBot India,armbot-india,No,DPIIT59421,2012,2,10,2,Mumbai,Bootstrapped,0,3565883,323491385,24,No,No,Yes,No,https://www.armbot-india.co.in,hello@armbot-india.io,+91-8248983558,https://linkedin.com/company/armbot-india,Inactive,,17.35,14,22,"A innovative DeepTech startup based in Mumbai, focused on scalable solutions.",2013-11-14 19:55:21,2023-08-27 09:35:05
381,CleanWatt,cleanwatt,No,DPIIT24570,2021,3,16,8,Kozhikode,Series A,17896770,37278442,264380264,4191,No,Yes,No,Yes,https://www.cleanwatt.co.in,hello@cleanwatt.in,+91-8415259571,https://linkedin.com/company/cleanwatt,Active,2023-05-20,104.68,808,1,"A innovative ClimateTech startup based in Kozhikode, focused on market disruption.",2022-01-17 18:31:32,2023-04-11 10:23:16
382,FarmByte AI,farmbyte-ai,Yes,DPIIT23336,2016,4,15,8,Kochi,Seed,4080095,12551727,11125805,44,Yes,Yes,No,Yes,https://www.farmbyte-ai.co.in,hello@farmbyte-ai.com,+91-8553291242,https://linkedin.com/company/farmbyte-ai,Active,2024-10-27,153.37,26,25,"A pioneering Robotics startup based in Kochi, focused on AI-driven insights.",2017-06-28 20:48:14,2024-05-07 21:46:03
383,CityRide Ventures,cityride-ventures,No,DPIIT61698,2016,4,17,2,Pune,Pre-Seed,889467,3189342,160185902,23,No,No,No,No,https://www.cityride-ventures.co.in,hello@cityride-ventures.com,+91-9383709138,https://linkedin.com/company/cityride-ventures,Inactive,2021-08-23,188.17,18,2,"A leading FoodTech startup based in Pune, focused on AI-driven insights.",2017-03-02 13:16:08,2023-01-11 14:41:57
384,CarbonCut Plus,carboncut-plus,No,DPIIT72283,2023,4,3,2,Nashik,Bootstrapped,940720,1732475,182600508,58,No,No,Yes,Yes,https://www.carboncut-plus.io,hello@carboncut-plus.io,+91-9247623152,https://linkedin.com/company/carboncut-plus,Failed,,-42.97,27,4,"A innovative EdTech startup based in Nashik, focused on scalable solutions.",2023-02-28 22:21:49,2024-01-15 07:16:00
385,AgriVision Plus,agrivision-plus,No,DPIIT17572,2017,3,5,4,Karimnagar,Series A,999813,50098120,399467580,736,No,No,Yes,No,https://www.agrivision-plus.co.in,hello@agrivision-plus.in,+91-8455997895,https://linkedin.com/company/agrivision-plus,Failed,2023-09-08,-28.35,354,2,"A innovative AI/ML startup based in Karimnagar, focused on AI-driven insights.",2017-03-20 18:45:55,2023-01-29 07:53:50
386,LendEasy Solutions,lendeasy-solutions,Yes,DPIIT70920,2015,2,16,1,Mysuru,Seed,2687960,6216969,245513380,191,Yes,No,No,No,https://www.lendeasy-solutions.co.in,hello@lendeasy-solutions.io,+91-7518368236,https://linkedin.com/company/lendeasy-solutions,Active,2017-01-08,158.39,127,0,"A emerging ClimateTech startup based in Mysuru, focused on scalable solutions.",2015-02-28 09:10:39,2024-07-10 11:07:18
387,EduLeap Ventures,eduleap-ventures,Yes,DPIIT62103,2014,4,14,1,Bengaluru,IPO,316887008,920569030,314808636,1517,No,No,No,Yes,https://www.eduleap-ventures.com,hello@eduleap-ventures.in,+91-9346629194,https://linkedin.com/company/eduleap-ventures,Active,2014-05-02,348.85,53,0,"A emerging EV startup based in Bengaluru, focused on AI-driven insights.",2014-01-20 06:51:05,2024-02-14 06:28:56
388,AirClean,airclean,Yes,DPIIT83819,2019,3,2,10,Gurugram,Angel,1331665,3748019,100186713,110,No,No,No,No,https://www.airclean.in,hello@airclean.io,+91-7022889503,https://linkedin.com/company/airclean,Active,2021-01-21,295.54,71,1,"A leading HealthTech startup based in Gurugram, focused on AI-driven insights.",2019-11-29 08:03:10,2023-12-25 19:46:39
389,CropLink Now,croplink-now,No,DPIIT55621,2019,1,8,2,Thane,Series C,1906023,278844163,249043666,1344,No,No,Yes,No,https://www.croplink-now.com,hello@croplink-now.com,+91-8848756157,https://linkedin.com/company/croplink-now,Failed,2021-01-08,-71.75,861,3,"A emerging Logistics startup based in Thane, focused on sustainable growth.",2019-06-25 14:55:10,2024-07-20 20:19:22
390,CyberGuard Pro,cyberguard-pro,Yes,DPIIT23537,2018,4,12,4,Karimnagar,Pre-Seed,501196,4993623,462259342,144,No,No,No,No,https://www.cyberguard-pro.com,hello@cyberguard-pro.com,+91-7799597371,https://linkedin.com/company/cyberguard-pro,Active,2021-05-19,42.77,21,28,"A pioneering BioTech startup based in Karimnagar, focused on sustainable growth.",2018-09-01 19:02:17,2023-09-23 17:36:58
391,EduLeap Pro,eduleap-pro,No,DPIIT95455,2014,1,12,2,Pune,IPO,831000103,2132508857,94046795,103,No,No,Yes,Yes,https://www.eduleap-pro.com,hello@eduleap-pro.io,+91-7971702362,https://linkedin.com/company/eduleap-pro,Inactive,2016-09-29,36.97,45,9,"A pioneering BioTech startup based in Pune, focused on digital transformation.",2014-08-20 12:37:32,2024-07-21 17:18:44
392,RideFast Labs,ridefast-labs,Yes,DPIIT94555,2018,4,7,6,Surat,Bootstrapped,0,2470807,457233912,68,No,Yes,Yes,No,https://www.ridefast-labs.io,hello@ridefast-labs.com,+91-7694463129,https://linkedin.com/company/ridefast-labs,Active,,108.32,9,3,"A pioneering E-Commerce startup based in Surat, focused on market disruption.",2019-02-07 10:58:55,2024-09-18 19:39:08
393,LearnSphere Labs,learnsphere-labs,Yes,DPIIT22177,2016,1,7,17,Jorhat,Pre-Seed,1464240,4788356,316679102,100,No,No,Yes,No,https://www.learnsphere-labs.io,hello@learnsphere-labs.io,+91-7420000178,https://linkedin.com/company/learnsphere-labs,Active,2017-10-17,47.43,77,1,"A innovative E-Commerce startup based in Jorhat, focused on AI-driven insights.",2017-04-02 02:44:14,2023-04-13 15:23:14
394,WindGen AI,windgen-ai,Yes,DPIIT10591,2022,4,9,1,Hubballi,Series A,7535788,33710653,458976142,4217,No,No,No,No,https://www.windgen-ai.io,hello@windgen-ai.com,+91-8161711840,https://linkedin.com/company/windgen-ai,Active,2024-03-27,24.57,502,1,"A innovative Renewable Energy startup based in Hubballi, focused on digital transformation.",2022-03-06 11:44:14,2023-12-06 11:00:20
395,VoltDrive Solutions,voltdrive-solutions,No,DPIIT30096,2020,4,4,2,Pune,Series B,1117358,80776350,128647922,454,No,Yes,No,No,https://www.voltdrive-solutions.io,hello@voltdrive-solutions.io,+91-9900846103,https://linkedin.com/company/voltdrive-solutions,Failed,2024-10-09,-28.11,166,5,"A leading AgriTech startup based in Pune, focused on market disruption.",2020-07-03 23:59:00,2023-11-06 17:30:31
396,CloudNest AI,cloudnest-ai,No,DPIIT31748,2020,1,7,4,Warangal,IPO,803538009,1936119438,317169567,4879,No,No,No,No,https://www.cloudnest-ai.co.in,hello@cloudnest-ai.in,+91-7246230717,https://linkedin.com/company/cloudnest-ai,Inactive,2022-05-30,302.86,4259,2,"A pioneering E-Commerce startup based in Warangal, focused on market disruption.",2021-06-27 06:53:47,2024-07-08 05:49:20
397,ShopNow Byte,shopnow-byte,Yes,DPIIT32121,2014,3,6,3,Janakpuri,Pre-Seed,1565175,4580184,214620175,128,Yes,No,Yes,No,https://www.shopnow-byte.io,hello@shopnow-byte.com,+91-7456510113,https://linkedin.com/company/shopnow-byte,Active,2021-05-21,252.73,70,1,"A pioneering SaaS startup based in Janakpuri, focused on AI-driven insights.",2014-06-22 09:28:11,2024-07-19 13:12:37
398,PharmaBio Tech,pharmabio-tech,Yes,DPIIT68115,2016,1,6,5,Chennai,Series C,145950262,713951577,147848674,764,No,Yes,Yes,No,https://www.pharmabio-tech.com,hello@pharmabio-tech.in,+91-8471847244,https://linkedin.com/company/pharmabio-tech,Active,2022-05-22,204.03,55,4,"A pioneering SaaS startup based in Chennai, focused on AI-driven insights.",2016-07-17 05:04:30,2023-10-19 20:02:01
399,LastMile Labs,lastmile-labs,No,DPIIT39123,2020,2,3,5,Chennai,Series B,36482629,104483224,410640842,1694,Yes,No,No,Yes,https://www.lastmile-labs.co.in,hello@lastmile-labs.com,+91-9271507717,https://linkedin.com/company/lastmile-labs,Active,2023-06-22,289.45,296,3,"A emerging EdTech startup based in Chennai, focused on digital transformation.",2020-11-24 12:17:25,2023-04-24 21:47:26
400,B2BSaaS,b2bsaas,No,DPIIT68286,2012,2,5,3,Janakpuri,Series A,8663953,36776342,283244623,2949,No,No,Yes,No,https://www.b2bsaas.in,hello@b2bsaas.io,+91-7478133604,https://linkedin.com/company/b2bsaas,Inactive,2012-04-30,53.96,844,1,"A emerging AI/ML startup based in Janakpuri, focused on digital transformation.",2012-01-13 20:59:50,2024-09-24 08:18:45
401,MobiVenture AI,mobiventure-ai,No,DPIIT37319,2019,4,4,2,Pune,Series A,1085385,33753899,63440343,1660,No,No,No,No,https://www.mobiventure-ai.com,hello@mobiventure-ai.in,+91-8840680724,https://linkedin.com/company/mobiventure-ai,Failed,2021-01-01,-27.36,1658,0,"A emerging AgriTech startup based in Pune, focused on sustainable growth.",2019-12-15 03:32:35,2024-03-27 00:05:53
402,SupplyNet Hub,supplynet-hub,Yes,DPIIT53940,2016,4,6,5,Coimbatore,Angel,1266517,2245187,474630102,48,No,Yes,No,No,https://www.supplynet-hub.io,hello@supplynet-hub.in,+91-9449302201,https://linkedin.com/company/supplynet-hub,Active,2022-04-14,42.24,2,1,"A pioneering SaaS startup based in Coimbatore, focused on sustainable growth.",2017-07-02 11:47:14,2024-01-23 04:26:35
403,SkillUp Box,skillup-box,Yes,DPIIT52111,2012,3,17,3,Dwarka,Series A,16846355,43135281,34940589,149,No,No,No,Yes,https://www.skillup-box.in,hello@skillup-box.in,+91-9291925657,https://linkedin.com/company/skillup-box,Active,2019-08-08,44.52,21,2,"A emerging FoodTech startup based in Dwarka, focused on digital transformation.",2012-11-08 15:54:41,2024-10-12 13:47:06
404,NeuralHub Labs,neuralhub-labs,No,DPIIT40649,2013,4,9,3,Rohini,Seed,1214871,5145698,391703213,101,No,No,No,Yes,https://www.neuralhub-labs.io,hello@neuralhub-labs.io,+91-8275324533,https://linkedin.com/company/neuralhub-labs,Inactive,2023-02-15,231.39,90,0,"A pioneering Renewable Energy startup based in Rohini, focused on market disruption.",2014-09-16 18:02:03,2023-06-02 14:30:59
405,CloudServe Tech,cloudserve-tech,Yes,DPIIT14784,2022,3,1,4,Hyderabad,Series C,162695685,603233256,23016912,3772,No,Yes,No,No,https://www.cloudserve-tech.io,hello@cloudserve-tech.in,+91-9543222517,https://linkedin.com/company/cloudserve-tech,Active,2024-02-28,258.57,2087,1,"A innovative FinTech startup based in Hyderabad, focused on digital transformation.",2023-02-10 15:41:28,2024-11-12 06:01:52
406,MediScan Hub,mediscan-hub,Yes,DPIIT66479,2021,1,5,6,Ahmedabad,Seed,1769277,6182412,221284904,126,No,No,Yes,No,https://www.mediscan-hub.io,hello@mediscan-hub.io,+91-9567508763,https://linkedin.com/company/mediscan-hub,Active,2024-08-08,265.31,105,0,"A emerging AI/ML startup based in Ahmedabad, focused on AI-driven insights.",2021-07-30 18:26:13,2023-11-08 21:52:10
407,CloudServe Now,cloudserve-now,Yes,DPIIT20190,2012,2,13,6,Rajkot,Pre-Seed,1160419,5091121,343352094,87,No,No,No,No,https://www.cloudserve-now.com,hello@cloudserve-now.in,+91-8678276347,https://linkedin.com/company/cloudserve-now,Active,2018-10-15,1.71,28,1,"A leading Mobility startup based in Rajkot, focused on digital transformation.",2013-02-15 05:36:59,2024-11-23 00:30:12
408,EduPath Pro,edupath-pro,No,DPIIT10796,2013,3,3,4,Karimnagar,Series B,58027261,231058601,86758820,4068,No,No,No,No,https://www.edupath-pro.io,hello@edupath-pro.com,+91-8740428711,https://linkedin.com/company/edupath-pro,Acquired,2016-06-14,13.46,2407,2,"A innovative EdTech startup based in Karimnagar, focused on digital transformation.",2013-07-31 22:44:37,2024-07-02 21:42:15
409,TaxiApp India,taxiapp-india,No,DPIIT67565,2021,4,11,5,Coimbatore,Angel,580856,1345050,152546301,96,No,Yes,Yes,No,https://www.taxiapp-india.in,hello@taxiapp-india.in,+91-7996433517,https://linkedin.com/company/taxiapp-india,Acquired,2024-06-04,208.26,73,4,"A pioneering Cybersecurity startup based in Coimbatore, focused on scalable solutions.",2021-02-25 22:09:50,2024-12-11 21:52:47
410,BioCore Hub,biocore-hub,No,DPIIT16790,2022,1,14,6,Ahmedabad,Series A,19428949,29892409,208427931,3137,No,Yes,No,No,https://www.biocore-hub.in,hello@biocore-hub.io,+91-9194737792,https://linkedin.com/company/biocore-hub,Active,2023-07-10,306.72,383,2,"A leading EV startup based in Ahmedabad, focused on scalable solutions.",2023-04-05 01:07:30,2023-02-25 19:09:26
411,CloudNest Hub,cloudnest-hub,No,DPIIT32787,2019,2,1,9,Jodhpur,Series A,14049986,23185248,278874389,587,No,No,No,No,https://www.cloudnest-hub.io,hello@cloudnest-hub.io,+91-8401228690,https://linkedin.com/company/cloudnest-hub,Acquired,2020-10-14,202.24,32,5,"A leading FinTech startup based in Jodhpur, focused on AI-driven insights.",2019-05-31 16:32:42,2024-08-16 10:36:11
412,GreenCap Plus,greencap-plus,No,DPIIT27358,2022,1,3,3,Rohini,Pre-Seed,1632120,2466485,228086919,156,No,Yes,No,No,https://www.greencap-plus.com,hello@greencap-plus.com,+91-9683926974,https://linkedin.com/company/greencap-plus,Acquired,2022-08-19,275.93,32,3,"A leading EdTech startup based in Rohini, focused on scalable solutions.",2023-03-08 06:43:57,2023-09-28 08:17:13
413,CleanWatt Byte,cleanwatt-byte,Yes,DPIIT12433,2013,3,9,5,Coimbatore,Angel,2689093,12163088,484178592,6,No,No,Yes,No,https://www.cleanwatt-byte.in,hello@cleanwatt-byte.in,+91-8564363950,https://linkedin.com/company/cleanwatt-byte,Active,2017-01-03,223.32,3,0,"A innovative Renewable Energy startup based in Coimbatore, focused on market disruption.",2013-09-30 18:28:25,2024-12-22 01:15:39
414,FlexCharge Hub,flexcharge-hub,No,DPIIT46488,2017,4,8,1,Mangaluru,Series A,7230658,33988673,166538075,394,No,No,Yes,No,https://www.flexcharge-hub.co.in,hello@flexcharge-hub.io,+91-8168133460,https://linkedin.com/company/flexcharge-hub,Active,2020-12-24,281.61,263,4,"A innovative Logistics startup based in Mangaluru, focused on digital transformation.",2017-12-27 22:36:28,2024-05-25 07:33:23
415,PayZen Labs,payzen-labs,No,DPIIT97369,2021,2,13,3,Janakpuri,Bootstrapped,0,4437066,219910524,77,No,Yes,Yes,Yes,https://www.payzen-labs.io,hello@payzen-labs.com,+91-9597734521,https://linkedin.com/company/payzen-labs,Active,,94.85,69,3,"A innovative Mobility startup based in Janakpuri, focused on scalable solutions.",2022-02-25 18:39:08,2023-01-12 12:26:25
416,SolarMax Ventures,solarmax-ventures,No,DPIIT32631,2018,4,8,3,Dwarka,Seed,1073060,15503218,395494813,127,No,Yes,No,No,https://www.solarmax-ventures.in,hello@solarmax-ventures.com,+91-8406046134,https://linkedin.com/company/solarmax-ventures,Failed,2024-03-27,-71.5,27,4,"A innovative Logistics startup based in Dwarka, focused on market disruption.",2018-03-28 04:08:25,2023-01-11 00:00:57
417,SwiftLogix Solutions,swiftlogix-solutions,Yes,DPIIT25493,2016,1,13,2,Nashik,Seed,3587632,17534472,402038789,22,No,Yes,Yes,No,https://www.swiftlogix-solutions.io,hello@swiftlogix-solutions.com,+91-9729742847,https://linkedin.com/company/swiftlogix-solutions,Active,2024-04-23,250.5,19,3,"A innovative Mobility startup based in Nashik, focused on digital transformation.",2017-08-28 19:34:27,2024-10-21 10:53:42
418,AIcraft Box,aicraft-box,Yes,DPIIT84740,2022,1,10,7,Lucknow,Bootstrapped,0,2764101,334442323,186,No,No,Yes,No,https://www.aicraft-box.co.in,hello@aicraft-box.io,+91-7439396213,https://linkedin.com/company/aicraft-box,Active,,47.58,161,30,"A pioneering DeepTech startup based in Lucknow, focused on market disruption.",2023-09-28 12:08:58,2024-08-05 17:58:52
419,EduLeap Plus,eduleap-plus,No,DPIIT66441,2022,1,13,19,Dhanbad,Series A,19752990,30208479,46728014,3931,No,No,Yes,No,https://www.eduleap-plus.in,hello@eduleap-plus.io,+91-9757176938,https://linkedin.com/company/eduleap-plus,Active,2024-01-17,207.8,3161,2,"A leading Mobility startup based in Dhanbad, focused on sustainable growth.",2022-09-11 09:31:16,2023-05-04 22:10:20
420,UrbanRide India,urbanride-india,No,DPIIT64924,2019,2,11,5,Salem,Bootstrapped,1139910,813134,7835835,18,Yes,Yes,No,No,https://www.urbanride-india.com,hello@urbanride-india.com,+91-9985044321,https://linkedin.com/company/urbanride-india,Failed,,-12.05,12,4,"A leading Cybersecurity startup based in Salem, focused on market disruption.",2019-07-23 16:30:12,2023-08-04 14:02:12
421,PlatformX Box,platformx-box,No,DPIIT39555,2012,1,10,2,Nagpur,Angel,1004400,5976324,296252254,160,No,No,Yes,Yes,https://www.platformx-box.com,hello@platformx-box.io,+91-9020507375,https://linkedin.com/company/platformx-box,Failed,2018-01-28,-42.58,107,10,"A leading DeepTech startup based in Nagpur, focused on market disruption.",2012-03-14 15:40:02,2024-12-05 17:54:49
422,MoveIt India,moveit-india,No,DPIIT10190,2016,4,6,4,Hyderabad,Bootstrapped,0,4975195,187355027,25,No,No,Yes,Yes,https://www.moveit-india.com,hello@moveit-india.in,+91-8940860212,https://linkedin.com/company/moveit-india,Inactive,,186.59,10,2,"A emerging SaaS startup based in Hyderabad, focused on sustainable growth.",2016-09-11 19:42:07,2024-02-12 01:41:31
423,ThinkAI Hub,thinkai-hub,Yes,DPIIT99256,2017,3,1,1,Mangaluru,Series B,79878603,126583260,385842217,2601,Yes,Yes,No,No,https://www.thinkai-hub.in,hello@thinkai-hub.io,+91-7171393180,https://linkedin.com/company/thinkai-hub,Active,2020-06-30,35.36,979,4,"A pioneering FinTech startup based in Mangaluru, focused on market disruption.",2018-07-22 12:43:17,2024-10-05 22:47:01
424,MoneyMap Hub,moneymap-hub,Yes,DPIIT34887,2013,4,5,4,Hyderabad,Series A,7641536,31866099,375636316,2818,Yes,No,Yes,No,https://www.moneymap-hub.io,hello@moneymap-hub.in,+91-7088755609,https://linkedin.com/company/moneymap-hub,Active,2021-07-28,246.71,2062,4,"A leading AI/ML startup based in Hyderabad, focused on AI-driven insights.",2014-05-15 01:32:46,2024-09-11 17:30:02
425,QuantumTech Tech,quantumtech-tech,Yes,DPIIT82554,2015,2,3,1,Bengaluru,Series A,17128011,80877294,372920357,2361,Yes,No,No,No,https://www.quantumtech-tech.in,hello@quantumtech-tech.in,+91-8034953232,https://linkedin.com/company/quantumtech-tech,Active,2015-11-20,120.07,765,5,"A leading EdTech startup based in Bengaluru, focused on digital transformation.",2016-08-31 20:25:02,2023-10-30 14:51:43
426,SchoolSpark Tech,schoolspark-tech,Yes,DPIIT93961,2016,3,8,1,Mangaluru,Series B,51566918,79232224,256576750,3960,No,Yes,Yes,Yes,https://www.schoolspark-tech.io,hello@schoolspark-tech.in,+91-7315374024,https://linkedin.com/company/schoolspark-tech,Active,2020-01-28,231.19,3372,4,"A pioneering Logistics startup based in Mangaluru, focused on scalable solutions.",2017-08-13 08:26:56,2024-05-12 12:26:08
427,SecureNet AI,securenet-ai,No,DPIIT73722,2014,1,13,1,Mangaluru,Bootstrapped,0,3047598,125601913,8,Yes,No,No,Yes,https://www.securenet-ai.in,hello@securenet-ai.in,+91-9220225775,https://linkedin.com/company/securenet-ai,Acquired,,91.45,5,0,"A pioneering Mobility startup based in Mangaluru, focused on digital transformation.",2015-02-07 07:02:25,2024-02-10 07:27:53
428,NanoTech Now,nanotech-now,Yes,DPIIT89732,2021,2,14,10,Gurugram,Angel,533614,1812783,6878193,60,Yes,No,Yes,No,https://www.nanotech-now.co.in,hello@nanotech-now.in,+91-9441361208,https://linkedin.com/company/nanotech-now,Active,2021-03-31,216.46,31,5,"A pioneering EV startup based in Gurugram, focused on scalable solutions.",2021-04-25 18:41:52,2023-07-11 12:02:03
429,RideFast Box,ridefast-box,No,DPIIT89295,2016,3,5,4,Hyderabad,Bootstrapped,0,3887855,188269633,131,No,No,Yes,No,https://www.ridefast-box.io,hello@ridefast-box.com,+91-9206731507,https://linkedin.com/company/ridefast-box,Inactive,,98.04,25,0,"A leading AI/ML startup based in Hyderabad, focused on market disruption.",2016-05-03 22:35:38,2024-02-03 11:40:22
430,LendEasy Labs,lendeasy-labs,No,DPIIT63398,2021,2,11,2,Nagpur,Series A,11813972,28250356,466443364,1425,Yes,No,Yes,No,https://www.lendeasy-labs.com,hello@lendeasy-labs.in,+91-7599318742,https://linkedin.com/company/lendeasy-labs,Inactive,2024-11-05,208.12,636,4,"A emerging Cybersecurity startup based in Nagpur, focused on digital transformation.",2022-04-04 00:18:28,2024-10-17 04:48:26
431,RoboArm AI,roboarm-ai,No,DPIIT93205,2012,2,12,1,Mysuru,Series C,96881322,341801959,271565695,3041,No,Yes,No,Yes,https://www.roboarm-ai.io,hello@roboarm-ai.in,+91-7231793331,https://linkedin.com/company/roboarm-ai,Inactive,2013-08-04,143.25,1422,16,"A emerging BioTech startup based in Mysuru, focused on market disruption.",2012-03-04 11:08:11,2023-09-19 09:04:13
432,EcoBalance Pro,ecobalance-pro,Yes,DPIIT20479,2017,3,9,2,Nashik,Pre-Seed,1287220,4147221,393948126,195,No,No,No,No,https://www.ecobalance-pro.co.in,hello@ecobalance-pro.io,+91-8289968640,https://linkedin.com/company/ecobalance-pro,Active,2019-05-26,98.15,185,3,"A innovative Renewable Energy startup based in Nashik, focused on AI-driven insights.",2017-12-05 12:56:07,2024-07-21 07:12:56
433,CleanWatt Box,cleanwatt-box,Yes,DPIIT83880,2012,4,15,5,Madurai,Series A,5116024,20231960,369650346,3889,Yes,Yes,Yes,No,https://www.cleanwatt-box.co.in,hello@cleanwatt-box.in,+91-8038933287,https://linkedin.com/company/cleanwatt-box,Active,2016-03-01,70.41,890,6,"A innovative Robotics startup based in Madurai, focused on market disruption.",2013-12-16 15:13:50,2024-11-29 04:13:36
434,CoreTech AI,coretech-ai,No,DPIIT91520,2014,4,6,2,Mumbai,Bootstrapped,0,1118800,173958342,66,No,No,Yes,No,https://www.coretech-ai.in,hello@coretech-ai.com,+91-7586953179,https://linkedin.com/company/coretech-ai,Acquired,,142.54,32,5,"A innovative SaaS startup based in Mumbai, focused on digital transformation.",2015-08-13 03:16:44,2023-01-01 02:27:39
435,FlexCharge Byte,flexcharge-byte,No,DPIIT45222,2021,1,10,1,Mangaluru,Seed,413211,7517447,355250465,23,Yes,No,Yes,No,https://www.flexcharge-byte.in,hello@flexcharge-byte.in,+91-7247299699,https://linkedin.com/company/flexcharge-byte,Failed,2024-04-25,-57.52,16,10,"A emerging DeepTech startup based in Mangaluru, focused on market disruption.",2022-12-08 19:39:04,2023-07-26 17:14:07
436,AgriVision,agrivision,No,DPIIT14426,2022,4,10,6,Rajkot,IPO,758367692,1802092352,99948023,3593,No,No,Yes,No,https://www.agrivision.io,hello@agrivision.io,+91-9053606263,https://linkedin.com/company/agrivision,Active,2022-11-05,327.52,117,29,"A emerging DeepTech startup based in Rajkot, focused on digital transformation.",2022-08-01 17:23:03,2023-09-01 12:51:02
437,BioSynth Pro,biosynth-pro,No,DPIIT72028,2023,3,17,2,Thane,Series C,1759026,512790075,155438405,744,No,No,No,No,https://www.biosynth-pro.co.in,hello@biosynth-pro.in,+91-7591503344,https://linkedin.com/company/biosynth-pro,Failed,2023-02-08,-32.72,382,4,"A leading FoodTech startup based in Thane, focused on AI-driven insights.",2023-06-13 00:53:02,2023-09-08 22:25:12
438,EduPath Now,edupath-now,No,DPIIT84807,2013,4,13,5,Madurai,Bootstrapped,0,2200937,221988436,191,No,No,No,No,https://www.edupath-now.com,hello@edupath-now.in,+91-9571577702,https://linkedin.com/company/edupath-now,Active,,18.66,182,4,"A emerging Mobility startup based in Madurai, focused on digital transformation.",2014-08-27 23:39:56,2023-11-19 10:00:55
439,KisanTech Pro,kisantech-pro,Yes,DPIIT86771,2014,2,5,6,Surat,Bootstrapped,0,3661783,160235296,60,Yes,No,Yes,Yes,https://www.kisantech-pro.com,hello@kisantech-pro.in,+91-9645347010,https://linkedin.com/company/kisantech-pro,Active,,17.53,20,4,"A pioneering AI/ML startup based in Surat, focused on scalable solutions.",2014-09-15 00:00:44,2023-03-16 05:43:28
440,MedTrack Labs,medtrack-labs,No,DPIIT17577,2019,2,16,8,Kozhikode,Angel,234666,3197087,214509091,188,No,No,No,No,https://www.medtrack-labs.com,hello@medtrack-labs.in,+91-9242645296,https://linkedin.com/company/medtrack-labs,Failed,2024-08-26,-34.99,14,3,"A leading ClimateTech startup based in Kozhikode, focused on scalable solutions.",2020-12-15 23:16:36,2024-10-19 11:25:19
441,TechDeep Box,techdeep-box,Yes,DPIIT36388,2022,4,13,18,Dharamsala,Pre-Seed,1924906,5610026,277657041,114,No,No,No,Yes,https://www.techdeep-box.com,hello@techdeep-box.io,+91-7604340006,https://linkedin.com/company/techdeep-box,Active,2024-06-27,296.84,55,0,"A emerging Mobility startup based in Dharamsala, focused on AI-driven insights.",2022-05-16 00:06:26,2023-11-27 11:57:20
442,NanoTech Hub,nanotech-hub,No,DPIIT10749,2017,1,9,6,Rajkot,Angel,2692524,10726137,174126751,88,No,Yes,Yes,No,https://www.nanotech-hub.io,hello@nanotech-hub.io,+91-8782088867,https://linkedin.com/company/nanotech-hub,Inactive,2022-07-15,74.26,69,1,"A pioneering Renewable Energy startup based in Rajkot, focused on digital transformation.",2018-01-01 02:26:24,2023-12-28 08:20:06
443,FarmByte Tech,farmbyte-tech,Yes,DPIIT77182,2016,2,9,10,Ambala,Pre-Seed,1574354,7300142,329362246,125,No,Yes,No,No,https://www.farmbyte-tech.com,hello@farmbyte-tech.io,+91-7272829087,https://linkedin.com/company/farmbyte-tech,Active,2016-01-21,130.42,59,0,"A innovative Renewable Energy startup based in Ambala, focused on AI-driven insights.",2016-07-17 01:56:39,2023-11-02 08:09:58
